Filename,Label,Species
20160928-140314-0.jpg,0,Chinee apple
20160928-140337-0.jpg,0,Chinee apple
20160928-140731-0.jpg,0,Chinee apple
20160928-140747-0.jpg,0,Chinee apple
20160928-141107-0.jpg,0,Chinee apple
20160928-141135-0.jpg,0,Chinee apple
20160928-141355-0.jpg,0,Chinee apple
20160928-141421-0.jpg,0,Chinee apple
20160928-141437-0.jpg,0,Chinee apple
20160928-142056-0.jpg,0,Chinee apple
20160928-142103-0.jpg,0,Chinee apple
20160928-142110-0.jpg,0,Chinee apple
20161207-110730-0.jpg,0,Chinee apple
20161207-110753-0.jpg,0,Chinee apple
20161207-110822-0.jpg,0,Chinee apple
20161207-110837-0.jpg,0,Chinee apple
20161207-110850-0.jpg,0,Chinee apple
20161207-110901-0.jpg,0,Chinee apple
20161207-110913-0.jpg,0,Chinee apple
20161207-111001-0.jpg,0,Chinee apple
20161207-111013-0.jpg,0,Chinee apple
20161207-111058-0.jpg,0,Chinee apple
20161207-111112-0.jpg,0,Chinee apple
20161207-111122-0.jpg,0,Chinee apple
20161207-111134-0.jpg,0,Chinee apple
20161207-111143-0.jpg,0,Chinee apple
20161207-111159-0.jpg,0,Chinee apple
20161207-111232-0.jpg,0,Chinee apple
20161207-111246-0.jpg,0,Chinee apple
20161207-111317-0.jpg,0,Chinee apple
20161207-111327-0.jpg,0,Chinee apple
20161207-111342-0.jpg,0,Chinee apple
20161207-111352-0.jpg,0,Chinee apple
20161207-111440-0.jpg,0,Chinee apple
20161207-111508-0.jpg,0,Chinee apple
20161207-111539-0.jpg,0,Chinee apple
20161207-111555-0.jpg,0,Chinee apple
20161207-111609-0.jpg,0,Chinee apple
20161207-111620-0.jpg,0,Chinee apple
20161207-111654-0.jpg,0,Chinee apple
20161207-111718-0.jpg,0,Chinee apple
20161207-111744-0.jpg,0,Chinee apple
20161207-111813-0.jpg,0,Chinee apple
20161207-111850-0.jpg,0,Chinee apple
20161207-111903-0.jpg,0,Chinee apple
20161207-111917-0.jpg,0,Chinee apple
20161207-111955-0.jpg,0,Chinee apple
20161207-112006-0.jpg,0,Chinee apple
20161207-112015-0.jpg,0,Chinee apple
20161207-112029-0.jpg,0,Chinee apple
20161207-112141-0.jpg,1,Lantana
20161207-112158-0.jpg,0,Chinee apple
20161207-112245-0.jpg,0,Chinee apple
20161207-112255-0.jpg,0,Chinee apple
20161207-112417-0.jpg,8,Negative
20161207-112431-0.jpg,8,Negative
20161207-112452-0.jpg,0,Chinee apple
20161207-112802-0.jpg,8,Negative
20161207-112812-0.jpg,8,Negative
20161207-142354-0.jpg,1,Lantana
20161207-142413-0.jpg,1,Lantana
20161207-142702-0.jpg,7,Snake weed
20161207-142721-0.jpg,7,Snake weed
20161207-143329-0.jpg,7,Snake weed
20161207-143344-0.jpg,7,Snake weed
20161207-144425-0.jpg,7,Snake weed
20161207-144437-0.jpg,7,Snake weed
20161207-144713-0.jpg,7,Snake weed
20161207-144724-0.jpg,7,Snake weed
20161207-144746-0.jpg,7,Snake weed
20161207-144807-0.jpg,7,Snake weed
20161207-144824-0.jpg,0,Chinee apple
20161207-144902-0.jpg,0,Chinee apple
20161207-144946-0.jpg,0,Chinee apple
20161207-145017-0.jpg,0,Chinee apple
20161207-145147-0.jpg,0,Chinee apple
20170126-095106-0.jpg,1,Lantana
20170126-095120-0.jpg,1,Lantana
20170126-095150-0.jpg,1,Lantana
20170126-095203-0.jpg,1,Lantana
20170126-095221-0.jpg,1,Lantana
20170126-095233-0.jpg,1,Lantana
20170126-095243-0.jpg,1,Lantana
20170126-095258-0.jpg,1,Lantana
20170126-095308-0.jpg,1,Lantana
20170126-095322-0.jpg,1,Lantana
20170126-095331-0.jpg,1,Lantana
20170126-095350-0.jpg,1,Lantana
20170126-095404-0.jpg,1,Lantana
20170126-095436-0.jpg,1,Lantana
20170126-095456-0.jpg,1,Lantana
20170126-095525-0.jpg,1,Lantana
20170126-095533-0.jpg,1,Lantana
20170126-095541-0.jpg,1,Lantana
20170126-095604-0.jpg,1,Lantana
20170126-095637-0.jpg,1,Lantana
20170126-095653-0.jpg,1,Lantana
20170126-095712-0.jpg,1,Lantana
20170126-095726-0.jpg,1,Lantana
20170126-095737-0.jpg,1,Lantana
20170126-095745-0.jpg,1,Lantana
20170126-095755-0.jpg,1,Lantana
20170126-095805-0.jpg,1,Lantana
20170126-095821-0.jpg,1,Lantana
20170126-095837-0.jpg,1,Lantana
20170126-095855-0.jpg,1,Lantana
20170126-095912-0.jpg,1,Lantana
20170126-095925-0.jpg,1,Lantana
20170126-095932-0.jpg,1,Lantana
20170126-095942-0.jpg,1,Lantana
20170126-095952-0.jpg,1,Lantana
20170126-100004-0.jpg,1,Lantana
20170126-100012-0.jpg,1,Lantana
20170126-100037-0.jpg,1,Lantana
20170126-100045-0.jpg,1,Lantana
20170126-100104-0.jpg,1,Lantana
20170126-100115-0.jpg,1,Lantana
20170126-100130-0.jpg,1,Lantana
20170126-100140-0.jpg,1,Lantana
20170126-100150-0.jpg,1,Lantana
20170126-100200-0.jpg,1,Lantana
20170126-100212-0.jpg,1,Lantana
20170126-100221-0.jpg,1,Lantana
20170126-100231-0.jpg,1,Lantana
20170126-100242-0.jpg,1,Lantana
20170126-100257-0.jpg,1,Lantana
20170126-100311-0.jpg,1,Lantana
20170126-100322-0.jpg,1,Lantana
20170126-100338-0.jpg,1,Lantana
20170126-100349-0.jpg,1,Lantana
20170126-100409-0.jpg,1,Lantana
20170126-100427-0.jpg,1,Lantana
20170126-100451-0.jpg,1,Lantana
20170126-100459-0.jpg,1,Lantana
20170126-100518-0.jpg,1,Lantana
20170126-100527-0.jpg,1,Lantana
20170126-100535-0.jpg,1,Lantana
20170126-100620-0.jpg,1,Lantana
20170126-100629-0.jpg,1,Lantana
20170127-100724-0.jpg,1,Lantana
20170127-100741-0.jpg,1,Lantana
